Welcome to the Jack Daniel's Collector Blog,JackDanielsCollector,"<div class=""image-wrap""><img src=""/images/1/post-bg1.jpg"" alt=""Welcome to Collector of Jack""></div><p>I started out my journey with Jack Daniel's at a young age. My father would have a Jack and Coke, every night, after work. One and done, but as well as I can remember, it was, and still is, a nightly ritual. I might have snuck a taste as a kid, but I wasn’t a kid who drank in high school, it wasn’t until college until I really had my first drink.</p><p>I was in a fraternity at a small engineering school in Missouri, it was in a small town, with a very skewed guy to girl ratio, so even though joining a fraternity had never crossed my mind prior to college, it made sense to me and built me into who I am today. While you might think there is a lot of drinking in a fraternity in college, it isn’t required, and it was never forced upon me. So when I did sit down to have my first drink, it was to a great surprise to my fraternity brothers. There was a group of guys, I can still remember the room, that were partaking in a 1/5th of Old No. 7, I sat down one evening and asked for my own glass, they were floored.</p><p>I didn’t plan to start drinking Jack Daniel’s that evening, but I ended up doing so, and thus setting my journey into the world of Tennessee Whiskey. While I don’t have the first bottle of Jack Daniel’s I purchased, I do have a couple of bottles that I purchased during my college years. I wish I could go back in time and buy 2, at the time I didn’t buy to collect, so the bottles from back then are all empty, but they are still mine. I’ll be documenting those bottles in blog posts in the future here on this new blog.</p><p>Why CollectorOfJack.com? I’ve been collecting Jack Daniel’s bottles for many years now, and while I am proud of my collection, there are definitely some gaps that I would like to fill. I’ve managed to acquire some extras over the years, and I’m hopeful that with this blog I’ll be able to find other like minded folks, who perhaps have bottles to fill my gaps and possibly need some of the extras that I have in my collection.</p><p>This is the first post in what will hopefully be many future posts, stay tuned as I document and acquire additional items to the collection. For additional information about me, be sure to visit <a href=\""https://www.ChrisHammond.com\"" target=\""_blank\"">ChrisHammond.com</a></p><div class=""gallery"" data-columns=""2""><img src=""/images/1/CollectorOfJack-1.jpg""><img src=""/images/1/CollectorOfJack-2.jpg""></div>",2019-06-18T13:36:55,html
Jack Daniel’s Winter Jack 2013,WinterJack2013,"<div class=""image-wrap""><img src=""/images/11/WinterJackV1-1.jpg"" alt=""Tennessee Taster's Hickory Smoked""></div><p>Back in 2013, after the success of Jack Daniel’s Tennessee Honey, the distillery decided to release Jack Daniel’s Tennessee Cider. </p><blockquote><p>A seasonal blend of apple cider liqueur &amp; Jack Daniel’s Tennessee Whiskey</p></blockquote><p>The bottle is adorned with a skin wrapped in a wintery scene, complete with pine trees, snowflakes, an old snowed in cabin, a reindeer, some people, horses, and even a sled! The neck of the bottle has a black and gold label, while later releases have a different color (check out the next blog post!)</p><p><br></p><p>The side of the bottle reads:</p><blockquote><p>Jack Daniel’s Winter Jack is a seasonal blend made perfect with our apple cider liqueur, Jack Daniel’s Old No.7 Tennessee Whiskey &amp; the taste of holiday spices. It is based on an original recipe from Jack’s home Lynchburg Tennessee. When it’s cold outside and snow is falling our heartwarming Tennessee Cider is enjoyed with friends &amp; family.</p></blockquote><p>The rear of the bottle reads:</p><blockquote><p>Jack Daniel’s Winter Jack Tennessee Cider </p><p>“Best Served Warm”</p><p>There is something special about every season in Lynchburg. Even the cold of winter has its own charm. We like to spend it gathered with family and friends, sharing a warm Tennessee Cider crafted from an original family recipe. Now, we are proud to share this tradition with you.</p></blockquote><p>The other side of the bottle reads:</p><blockquote><p>Made with Original Jack Daniel’s Old No. 7</p><p>Jack Daniel’s Seasonal Tennessee Cider</p><p>Best served Warm when it’s cold</p></blockquote><p>The card tied to the bottle has the same message inside as you’ll find on the rear of the bottle, in addition you’ll find two recipes. </p><p>The first:</p><blockquote><p><strong>Tennessee Cider</strong></p><p>5 oz. Winter Jack</p><p>Pour into microwave-safe glass, heat and enjoy!</p></blockquote><p>The second:</p><blockquote><p><strong>Jack Daniel’s White Cider</strong></p><p>4 oz. Winter Jack</p><p>1 oz. Caramel Sauce</p><p>4 ox. Half &amp; Half</p><p>Stir ingredients together in a microwave-safe class, heat and enjoy!</p></blockquote><p><br></p><p>Availability: Limited, typically available every October in all 50 states.Found online 12/16/2018 for $22 at ThinkLiquor </p><p><strong>Release</strong>: Fall 2013<br><strong>Proof</strong>: 30<br><strong>Size</strong>: 750ml</p><div class=""gallery"" data-columns=""3""><img src=""/images/11/WinterJackV1-1.jpg""><img src=""/images/11/WinterJackV1-2.jpg""><img src=""/images/11/WinterJackV1-3.jpg""><img src=""/images/11/WinterJackV1-4.jpg""><img src=""/images/11/WinterJackV1-5.jpg""><img src=""/images/11/WinterJackV1-6.jpg""><img src=""/images/11/WinterJackV1-7.jpg""><img src=""/images/11/WinterJackV1-8.jpg""></div>",2019-06-18T17:08:10.6756124Z,html
Jack Daniel’s 125th Anniversary Red Dog Saloon,RedDogSaloon,"<div class=""image-wrap""><img src=""/images/13/RedDogSaloon-1.jpg"" alt=""Tennessee Taster's Hickory Smoked""></div><p>in 1892 Jack Daniel opened the Red Dog Saloon on the Lynchburg town square. While nothing remains of it but legend, the distillery decided to release a 125th anniversary bottle in 2017 to celebrate the occasion. </p><p>The bottle is adorned with black red white and gold decoration. One one side it reads:</p><blockquote><p>“THE RED DOG SALOON ESTABLISHED IN 1892 IS THE MORE MYSTERIOUS OF THE TWO JACK DANIEL’S ORIGINAL LYNCHBURG SALOONS. NO PHOTOGRAPHS OF IT EXIST BUT IF IT WAS ANYTHING LIKE ITS SISTER WATERING HOLE THE WHITE RABBIT SALOON THE HOUSE WAS PACKED WITH CORNET MUSIC CAMARADERIE AND CONVERSATION”</p></blockquote><p>On the other side it reads:</p><blockquote><p>“MR JACK NEVER DID ANYTHING HALFWAY. ESTD. 1866 OLD NO 7 BRAND. EVERYDAY WE MAKE IT, WE’LL MAKE IT THE BEST WE CAN. THAT WAS JACK’S MOTTO WHETHER IT CAME TO MAKING HIS SMOOTH SIPPIN WHISKEY OR MAKING A PLACE TO SERVE IT. TRUE TO MR. JACK’S TRADITION EVERY DROP IS STILL MADE IN LYUNCUBRG, TENNESSEE”</p></blockquote><p>The Red Dog Saloon bottle is easy to find, you can find them online as of 12/31/2018 for $27.</p><p><strong>Release</strong>: 2017<br><strong>Proof</strong>: 86<br><strong>Size</strong>: 750ml</p><div class=""gallery"" data-columns=""3""><img src=""/images/13/RedDogSaloon-1.jpg""><img src=""/images/13/RedDogSaloon-2.jpg""><img src=""/images/13/RedDogSaloon-3.jpg""><img src=""/images/13/RedDogSaloon-4.jpg""></div>",2019-06-18T17:16:06.4095267Z,html
Jack Daniel's Winter Jack,WinterJack,"<div class=""image-wrap""><img src=""/images/12/WinterJack-1.jpg"" alt=""Tennessee Taster's Hickory Smoked""></div><p>In the last blog post I covered the <a href=\""https://collectorofjack.com/WinterJack2013\"" target=\""_blank\"">Jack Daniel’s Tennessee Cider, Winter Jack, released in 2013</a>. Today’s blog covers the same product, but this time with a new label. The front has the same text, Jack Daniel’s Winter Jack, Original Recipe Tennessee Cider. Along with:</p><blockquote><p>A seasonal blend of apple cider liqueur &amp; Jack Daniel’s Tennessee Whiskey</p></blockquote><p>This bottle has a very similar label to the bottle released in 2013, but this time around has a lighter colored (more grey than black) snow scene, with more gold accents around the label. The neck of the bottle, unlike the 2013 release, has a red white and gold label.</p><p>The side of the bottle reads slightly different than the 2013 release:</p><blockquote><p>Jack Daniel’s Winter Jack is a seasonal blend made perfect with our apple cider liqueur, Jack Daniel’s Old No.7 Tennessee Whiskey. An original recipe from Jack’s home, Lynchburg Tennessee.</p></blockquote><p>The rear of the bottle reads:</p><blockquote><p>Jack Daniel’s Winter Jack Tennessee Cider </p><p>“Best Served Warm”</p><p>There is something special about every season in Lynchburg. Even the cold of winter has its own charm. We like to spend it gathered with family and friends, sharing a warm Tennessee Cider crafted from an original family recipe. Now, we are proud to share this tradition with you.</p></blockquote><p>The other side of the bottle reads:</p><blockquote><p>Made with original Jack Daniel’s Old No. 7</p><p>Best served warm when it’s cold</p><p>Share with friends and family</p></blockquote><p>Availability: Limited, typically available every October in all 50 states. Found online 12/16/2018 for $22 at ThinkLiquor.</p><p><strong>Release</strong>: Fall<br><strong>Proof</strong>: 30<br><strong>Size</strong>: 750ml</p><div class=""gallery"" data-columns=""3""><img src=""/images/12/WinterJack-1.jpg""><img src=""/images/12/WinterJack-2.jpg""><img src=""/images/12/WinterJack-3.jpg""><img src=""/images/12/WinterJack-4.jpg""></div>",2019-06-18T17:16:36.2676077Z,html
Jack Daniel's Unaged Tennessee Rye,JackDanielsUnagedTennesseeRye,"<div class=""image-wrap""><img src=""/images/14/JackDanielsRye1-1.jpg"" alt=""Tennessee Taster's Hickory Smoked""></div><p>December 2012 saw the release of a whiskey with a new grain recipe, the first time in over 100 years. This bottle was the first in what has become 3 releases of their Rye product. Stay tuned for future blog posts about the Rested Rye and Jack Daniel’s Tennessee Rye. Jack Daniel’s Tennessee Rye is Master Distiller Jeff Arnett’s attempt at a new mash bill, this one consisting of 70 percent rye, 18 percent corn and 12 percent malted barley. </p><p>The bottle is the shape of Jack Daniel’s Single Barrel, with minimal labelling. The bottle is embossed with “Jack Daniel Distillery”&nbsp; The front of the label consists of:</p><blockquote><p>“Batch No: 001<br>Distiller’s run<br>MADE IN TENNESSEE<br>UNAGED TENNESSEE RYE</p><p>Aged (X’d out barrel) Years <br>SPIRITS DISTILLED FROM GRAIN</p><p>40% ALC. BY VOL. (80 PROOF)”</p></blockquote><p>The back side of the label consists of:</p><blockquote><p>“Rye has always been part of the Jack Daniel’s Old No. 7 grain bill, but it has never been the lead grain until now. This is my exploration into the intriguing flavor drawn from premier rye. Only a limited number of bottles will be available so that the majority of the new rye can mature in our barrelhouses for a future release. This unaged rye offers a spicy, surprisingly sweet character that I hope you will enjoy.<br><br>Master Distiller: Jeff Arnett Sept 2012”</p></blockquote><p>Jack Daniel’s Unaged Tennessee Rye was released in December 2012 at the White Rabbit Bottle Shop and limited around the country in select markets. </p><p>Availability as of January 6, 2018 appears to be limited. Online you can find it in New Jersey for $149.99. </p><p><strong>Release</strong>: December 2012<br><strong>Proof</strong>: 80<br><strong>Size</strong>: 750ml<br><strong>Price:</strong> $49.95</p><div class=""gallery"" data-columns=""3""><img src=""/images/14/JackDanielsRye1-1.jpg""><img src=""/images/14/JackDanielsRye1-2.jpg""><img src=""/images/14/JackDanielsRye1-3.jpg""><img src=""/images/14/JackDanielsRye1-4.jpg""><img src=""/images/14/JackDanielsRye1-5.jpg""></div>",2019-06-18T17:23:44.2996371Z,html
Jack Daniel's Rested Tennessee Rye,JackDanielsSingleBarrelRye,"<div class=""image-wrap""><img src=""/images/16/JackDanielsSingleBarrelRye-1.jpg"" alt=""Tennessee Taster's Hickory Smoked""></div><p>This post continues our series of blog posts about Jack Daniel’s Tennessee Rye. As the Rye has matured, we’ve gone from Unaged to Rested and now on to Single Barrel. In 2016 Jack Daniel’s released the Single Barrel Rye, a 94 proof Tennessee Rye Whiskey. Depending on where you acquired it, it may or may not have come with a box. The front of the box is adorned with:</p><blockquote><p>“Jack Daniel’s <br>Uniquely Crafted / Handmade Barrels<br>Single Barrel Rye<br>Tennessee Rye Whiskey”</p></blockquote><p> The side of the box reads:</p><blockquote><p>“Single Barrel Rye<br>Hand Selected<br>Jack Daniel Distillery<br>Lynchburg, Tenn.”</p></blockquote><p>Towards the top of the rear box, the same graphic that adorns the front is found, below that you find:</p><blockquote><p>“Single Barrel Tennessee Rye Whiskey draws its wonderful flavor from a unique 70% rye grain bill, matured to perfection in our handmade oak barrels, positioned in the upper reached of our barrelhouses. Bottled at 94$, this is a big bold rye that does not overpower. Complex flavors of ripe fruit mingle with light toasted oak notes, allowing the rye grain to shine through, creating a taste rich with spice and a pleasant lingering finish. Enjoy this Single Barrel Rye neat, on the rocks, or in classic rye cocktails.”</p></blockquote><p>Inside the box you will find a bottled in the current Single Barrel form. The label reads the same as the front of the box (listed above) with the additional text:</p><blockquote><p>“47% ALC/VOL 750ML<br>LYNCHBURG TENN.<br>MASTER DISTILLED”</p></blockquote><p>Our bottle was bottled 2/25/2016 from barrel no. 16-1397, Rick No. L-4. </p><p>Single Barrel Rye can be found on store shelves for $50 (1/13/2019).</p><p><strong>Release</strong>: 2016<br><strong>Proof</strong>: 94<br><strong>Size</strong>: 750ml<br><strong>Price:</strong> $49.95</p><div class=""gallery"" data-columns=""3""><img src=""/images/16/JackDanielsSingleBarrelRye-1.jpg""><img src=""/images/16/JackDanielsSingleBarrelRye-2.jpg""><img src=""/images/16/JackDanielsSingleBarrelRye-3.jpg""><img src=""/images/16/JackDanielsSingleBarrelRye-4.jpg""><img src=""/images/16/JackDanielsSingleBarrelRye-5.jpg""><img src=""/images/16/JackDanielsSingleBarrelRye-6.jpg""><img src=""/images/16/JackDanielsSingleBarrelRye-7.jpg""><img src=""/images/16/JackDanielsSingleBarrelRye-8.jpg""></div>",2019-06-18T17:26:34.1045729Z,html
Jack Daniel's Tennessee Rye,JackDanielsTennesseeRye,"<div class=""image-wrap""><img src=""/images/17/JackDanielsRye1L-1.jpg"" alt=""Tennessee Taster's Hickory Smoked""></div><p>In September of 2017 Jack Daniel’s released their standard bottle of Jack Daniel’s Tennessee Rye, their 70% rash mash bill. This is a more affordable version of the Rye from Jack Daniel’s than the <a href=\""https://collectorofjack.com/JackDanielsSingleBarrelRye\"" target=\""_blank\"">Single Barrel Rye</a> released in 2016. </p><p>The bottle is your standard square bottle from Jack Daniel’s, though the label has a tan background with black writing and green highlights. The front of the bottle reads:</p><blockquote><p align=\""center\"">Jack Daniel’s <br><br>Barrel Aged <br>Rye<br>Moore CO.<br><br>Tennessee <br>Straight <br>Rye Whiskey<br><br>Distilled &amp; Bottled By<br>Jack Daniel Distillery<br>Lynchburg, Tenn USA<br>45% ALC.Vol. (90 Proof)</p><p align=\""center\"">Every Drop made in Lynchburg Tennessee<br>Quality and craftsmanship since 1866</p></blockquote><p>The side of the bottle reads:</p><blockquote><p>Jack Daniel’s Tennessee Rye brings together two classics – rye’s distinctive flavor, drawn from our unique 70% rye grain bill, and Jack’s time-honored charcoal mellowing method. What emerges is a spicy whiskey that’s sippin’ smooth. <br>Jeff Arnett<br>Master Distiller<br>”Every day we make it, we’ll make it the best we can”</p></blockquote><p>The back adds:</p><blockquote><p align=\""center\"">Made only in <br>Lynchburg<br>Tennessee<br>U.S.A.</p></blockquote><p>While the other side reads:</p><blockquote><p align=\""center\"">Rye Grain<br>Hand Selected / Imparting a full<br>and spicy character<br><br>Mellowed<br>For smoothness / Drop by drop through<br>Sugar Maple Charcoal<br><br>Matured<br>For characters / In our own<br>Handcrafted Barrels</p></blockquote><p>Pictured in the photos here are both a 750ml and 1L bottle, only really differing in size and spacing of the content on the labels. These bottles can be found worldwide.</p><p><strong>Release</strong>: 2017<br><strong>Proof</strong>: 90<br><strong>Size</strong>: 750ml/1L<br><strong>Price:</strong> $23/33<p><br><br></p><div class=""gallery"" data-columns=""3""><img src=""/images/17/JackDanielsRye1L-1.jpg""><img src=""/images/17/JackDanielsRye1L-2.jpg""><img src=""/images/17/JackDanielsRye1L-3.jpg""><img src=""/images/17/JackDanielsRye1L-4.jpg""><img src=""/images/17/JackDanielsRye1L-5.jpg""><img src=""/images/17/JackDanielsRye1L-6.jpg""><img src=""/images/17/JackDanielsRye750-1.jpg""><img src=""/images/17/JackDanielsRye750-2.jpg""><img src=""/images/17/JackDanielsRye750-3.jpg""><img src=""/images/17/JackDanielsRye750-4.jpg""></div>",2019-06-18T17:28:55.428514Z,html
Jack Daniel's 150th Anniversary Tennessee Whiskey Bottle + Box,150thAnniversary,"<div class=""image-wrap""><img src=""/images/18/Jack150Box.jpg"" alt=""Tennessee Taster's Hickory Smoked""></div><p>In 2016, The Jack Daniel Distillery celebrated 150 years, in celebration of that milestone they released both a bottle that was easy to find, and a more collectible bottle, a 1 Liter bottle with a decorative black case. This post covers the more collectible bottle and box, and a future post will document the 750mL bottle.</p><p>The box black, folds open like a book, with gold lettering on the face and rear, while black embossing on the sides. The front reads:</p><blockquote><p align=\""center\"">Jack Daniel’s<br>1866 – 150th – 2016<br>Anniversary<br>of the<br>Jack Daniel <br>Distillery</p><p align=\""center\"">A special<br>Tennessee Whiskey<br>Matured High On Coy Hill</p><p align=\""center\"">Distilled &amp; Bottled By Jack Daniel Distillery Lynchburg, Tennessee</p></blockquote><p>The back of the box reads:</p><blockquote><p align=\""center\"">Jack Daniel’s<br>1866 – 150th – 2016<br>Anniversary<br>of the<br>Jack Daniel <br>Distillery</p><p align=\""center\"">IT WAS 150 YEARS AGO WHEN A YOUNG JACK DANIEL OF LYNCHBURG, TENNESSEE ESTABLISHED HIS WHISKEY DISTILLERY, WITH THE PROMISE THAT “eVERY DAY WE MAKE IT, WE’LL MAKE IT THE BEST WE CAN.”</p><p align=\""center\"">TO THIS DAY, WE HONOR MR. JACK’S FOUNDING WORDS, AND IN CELEBRATION OF THE 150TH ANNIVERSARY OF THE JACK DANIEL DISTILLERY WE HAVE CRAFTED THIS SPECIAL, LIMITED EDITION TENNESSEE WHISKEY.</p><p align=\""center\"">THIS 150TH ANNIVERSARY WHISKEY BRINGS TOGETHER THE BEST OF BOTH OUR DISTILLER’S AND COOPERS ‘ ART, AND WAS PERFECTLY MATURED BY MOTHER NATURE IN A BARREHOUSE HIGH ON COY HILL.</p><p align=\""center\"">BARRELED AND BOTTLED AT 100 PROOF; TAKE ONE SIP AND WE’RE SURE YOU’LL AGREE. THIS IS THE BEST WAY TO CELEBRATE.</p><p align=\""center\"">YOUR FRIENDS AT JACK DANIEL’S REMIND YOU TO DRINK RESPONSIBLY.</p><p align=\""center\"">JACKDANIELS.COM</p></blockquote><p align=\""left\"">Inside the cover of the box reads:</p><blockquote><p align=\""center\"">THIS SPECIAL JACK DANIEL’S TENNESSEE WHISKEY BRINGS TOGETHER THE BEST OF BOTH OUR DISTILLER’S AND COOPERS ‘ ART.</p><p align=\""center\"">FIRST, OUR BARREL-MAKERS ‘SLOW-TOASTED’ THESE BARRELS TO BRING OUT THE RICH FLAVORS AND AROMAS OF THE WOOD, CREATING A CONTEMPORARY EXPRESSION OF AN 1866 BARREL CHAR.</p><p align=\""center\"">THEN, OUR MASTER DISTILLER BARRELED AND FINALLY BOTTLED THIS LIMITED EDITION JACK DANIEL’S TENNESSEE WHISKEY AT 100 PROOF, SO THAT ALL OF THE RICH FALVOR FINDS ITS WAY TO YOUR GLASS.</p><p align=\""center\"">THE RESULT IS A DELICIOUS, COMPLEX WHISKEY; A TASTE OF HISTORY IN THE MAKING.</p><p align=\""center\"">1866 – 150 - 2016</p></blockquote><p align=\""left\"">In side the box you’ll find the bottle, which is adorned with gold print and design, as well as a decal on the front with the volume and proof. The bottle is sealed with a golden topped cork, and a black ribbonish/decal. The front of the bottle reads:</p><blockquote><p align=\""center\"">Jack Daniel’s<br>1866 – 150 – 2016<br>Anniversary<br>of the<br>Jack Daniel<br>Distillery</p><p align=\""center\"">A Special<br>Tennessee Whiskey<br>Matured High On Coy Hill<br>50% Alc by vol / 100 Proof / 1 Liter</p></blockquote><p align=\""left\"">One side of the bottle reads:</p><blockquote><p align=\""center\"">From 1866 to 2016<br>”Every day we make it, we’ll make it the best we can.”<br>Jack Daniel</p></blockquote><p align=\""left\"">The back of the bottle is blank, with the other-side of the bottle carrying a label with the standard government warning and the limited bottle number.</p><p align=\""left\"">As of March 2019, you can find this bottle on a few websites, for around $150.</p><p><strong>Release</strong>: 2016<br><strong>Proof</strong>: 100<br><strong>Size</strong>: 1L<br><strong>Price:</strong> $100<p align=\""left\""><br></p><div class=""gallery"" data-columns=""3""><img src=""/images/18/Jack150Box.jpg""><img src=""/images/18/Jack150Box-2.jpg""><img src=""/images/18/Jack150Box-3.jpg""><img src=""/images/18/Jack150Box-4.jpg""><img src=""/images/18/Jack150Box-5.jpg""><img src=""/images/18/Jack150Box-6.jpg""><img src=""/images/18/Jack150Box-7.jpg""><img src=""/images/18/Jack150Box-8.jpg""><img src=""/images/18/Jack150Box-9.jpg""></div>",2019-06-18T17:32:40.0091622Z,html
Tennessee Tasters' Barrel Reunion #1,BarrelReunion1,"<div class=""image-wrap""><img src=""/images/19/CollectorOfJack-7.jpg"" alt=""Tennessee Taster's Hickory Smoked""></div><p>In March of 2019 Jack Daniel’s released the third bottle in their Tennessee Tasters’ series, Barrel Reunion #1, Straight Tennessee Whiskey Finished in Red Wine Barrels. </p><blockquote><p>Notes: Rested at least 228 days in win barrel. </p><p>As a whiskey maker and a barrel maker, we see the barrel not simply as a container but as an ingredient. This unique whiskey began with a hand-crafted barrel that matured Jack Danie’s. Once emptied it aged fine Tennessee red wine. Then, finally it returned home to finish a small batch of our Tennessee Whiskey. What emerges from this second barreling are notes of caramel and oak with whispers of cherry and blackberry. We think you’ll be intrigued by this new finish and celebrate with us the reunion of our barrel and whiskey.</p></blockquote><p>I picked up a few of these bottles at the Distillery in March 2019 and then picked up another bottle in Memphis on a trip in April. You can only find these Tennessee Tasters’ bottles in the state of Tennessee, so if you are considering a trip, be sure to get there soon! Rumor is there is another bottle coming out in 2019.</p><p><br></p><p><strong>Release</strong>: 2019<br><strong>Proof</strong>: 90<br><strong>Size</strong>: 375ml<br><strong>Price:</strong> $49</p><div class=""gallery"" data-columns=""3""><img src=""/images/19/CollectorOfJack-7.jpg""><img src=""/images/19/CollectorOfJack-8.jpg""><img src=""/images/19/CollectorOfJack-9.jpg""></div>",2019-06-18T17:33:56.2949611Z,html
Jack Daniel's Legacy Edition 2,LegacyEdition2,"<div class=""image-wrap""><img src=""/images/20/JDLegacyEdition2-1.jpg"" alt=""Jack Daniel's Legacy Edition No. 2""></div><p>In May of 2019 Jack Daniel’s released the second in their Legacy Edition line. TotalWine.com has the bottled described as</p><blockquote><p>Tennessee- The second release in the limited edition Legacy Series is reminiscent of an early 1900s era design. Its anchor and rope crest and black background speak to the quiet confidence and character of the Tennessee Whiskey that rests within.</p></blockquote><p>While the label is predominantly black, it has notes of gold and red, along with gray and white decorating the design. The front label reads</p><blockquote><p>Rich Mellow</p><p>Jack Daniel’s Old No. 7</p><p>Old Time Sour Mash</p><p>Distilled And Bottled By</p><p>Jack Daniel Distillery</p><p>Lynchburg, Tennessee, USA</p><p>43% Alc. By Vol. (86 Proof)</p></blockquote><p>The right side of the bottle reads:</p><blockquote><p>Legacy Edition 2</p><p>Our second bottling in the Limited Edition Legacy Series is reminiscent of an early 1900s era design. Its anchor and rope crest and black background speak to the quiet confidence and character of the Tennessee whiskey that rests within.</p><p>“Every day we make it, we’ll make it the best we can”</p><p>Jack Daniel</p></blockquote><p>The left side of the bottle reads:</p><blockquote><p>The Oldest Registered Distillery In The United States</p><p>DSP-TENN No. 1 Est. 1866</p><p>Old No. 7 Brand</p><p>Charcoal Mellowed Drop By Drop</p><p>Matured in Barrels of Our Own Making</p><p>Every Barrel Is Different Every Bottles Tastes The Same</p></blockquote><p>The bottle should be available in all 50 states, if you don’t see it yet, check again soon. I received a call from my local liquor store yesterday to stay it arrived. I went and picked up two bottles and was able to get a cardboard box for the Legacy Edition 2 case as well. Nothing fancy, but cool none the less.</p><p><strong>Release</strong>: 2019<br><strong>Proof</strong>: 86<br><strong>Size</strong>: 750ml<br><strong>Price:</strong> $24.99</p><div class=""gallery"" data-columns=""3""><img src=""/images/20/JDLegacyEdition2-1.jpg""><img src=""/images/20/JDLegacyEdition2-2.jpg""><img src=""/images/20/JDLegacyEdition2-3.jpg""><img src=""/images/20/JDLegacyEdition2-4.jpg""><img src=""/images/20/JDLegacyEdition2-5.jpg""><img src=""/images/20/JDLegacyEdition2-6.jpg""><img src=""/images/20/JDLegacyEdition2-7.jpg""><img src=""/images/20/JDLegacyEdition2-8.jpg""><img src=""/images/20/JDLegacyEdition2-9.jpg""></div>",2019-07-05T14:17:35.5589261Z,html
Jack Daniel Distillery 150th Anniversary,Distillery150thAnniversary,"<div class=""image-wrap""><img src=""/images/21/JackDaniels150thDistillery-1.jpg"" alt=""Jack Daniel's Distillery 150th Anniversary""></div><p>In 2016 Jack Daniel’s celebrated the 150th anniversary of the Jack Daniel’s Distillery in Lynchburg, TN. They commemorated this with a special edition bottle in a black and gold label.</p><p>The front of the bottle reads:</p><blockquote><p>Jack Daniel’s </p><p>1866 150th 2016</p><p>Anniversary of the Jack Daniel Distillery</p><p>A Special 86 Proof Old No.7</p><p>Tennessee Whiskey</p><p>Distilled &amp; Bottled By</p><p>Jack Daniel Distillery</p><p>Lynchburg, Tennessee, USA</p><p>43% Alc By Vol. (86 Proof)</p></blockquote><p>The right side of the bottle reads:</p><blockquote><p>This Special Eight-six Proof Old No.7 Is a Tribute to a Legacy of Whiskey Craftsmanship &amp; The Birthplace of an American Classic</p></blockquote><p>The left side reads:</p><blockquote><p>The year 2016 Marks 150 Years of Jack Daniel Distillery The Oldest Registered Distillery in The United States of America</p></blockquote><p>I don’t believe the bottle was limited in release, and was likely available in all 50 states. I haven’t seen one on a shelf in quite a few years however. You can find it online for around $130.</p><p><strong>Release</strong>: 2016<br><strong>Proof</strong>: 86<br><strong>Size</strong>: 750ml<br><strong>Price:</strong> $24.99</p><div class=""gallery"" data-columns=""3""><img src=""/images/21/JackDaniels150thDistillery-1.jpg""><img src=""/images/21/JackDaniels150thDistillery-2.jpg""><img src=""/images/21/JackDaniels150thDistillery-3.jpg""><img src=""/images/21/JackDaniels150thDistillery-4.jpg""></div>",2019-07-17T04:03:07.5098835Z,html
